,Repository,Title,Body,Link
365,2019.1-Aix,Adicionar tópico com linkagem estática para sugestão de exercício sobre uso de estruturas de repetição,"Adicionar conteúdo referente ao tópico linkagem estática para sugestão de exercício sobre uso de estruturas de repetição

**Tarefas**

- [x] Pesquisar link referente a sugestão de exercícios referentes ao uso de Estruturas de repetição na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre sugestão de exercício sobre utilização de Estruturas de repetição. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/131
366,2019.1-Aix,Adicionar tópico com linkagem estática para conteúdo extra sobre estruturas de repetição,"Adicionar conteúdo referente ao tópico linkagem estática para conteúdo extra sobre estruturas de repetição

**Tarefas**

- [x] Pesquisar link referente a utilização de Estruturas de repetição na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre a utilização de Estruturas de repetição. 

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido

",https://github.com/fga-eps-mds/2019.1-Aix/issues/130
367,2019.1-Aix,Adicionar tópico com exemplos de utilização de estruturas de repetição,"Adicionar conteúdo referente ao tópico com exemplos de utilização de estruturas de repetição

**Tarefas**

- [x] Criar conteúdo referente a ação de apresentar exemplos de utilização de Estruturas de repetição na linguagem python.
- [x] Inserir conteúdo referente a ação de apresentar exemplos de Estruturas de repetição. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/129
381,2019.1-Aix,Adicionar tópico com a definição de Estruturas de Repetição,"Adicionar conteúdo referente ao tópico definição de Estruturas de Repetição

**Tarefas**

- [x] Criar conteúdo referente a ação de explicar sobre estruturas de repetição
- [x] Inserir conteúdo referente a ação de explicar sobre estruturas de repetição. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/87
386,2019.1-Aix,Documento de elicitação de requisitos,"Elaborar documento de elicitação de requisitos baseado nas respostas do formulário elaborado.

**Tarefas**

- [x] Criar documento de requisitos
- [x] Adicionar documento ao GitHub Pages

**Critérios de aceitação**

- [x] O documento deve estar devidamente revisado e adicionado ao Github pages do grupo
- [x] Documentar na issue o  link do arquivo onde se pode encontrar o documento. 
",https://github.com/fga-eps-mds/2019.1-Aix/issues/79
389,2019.1-Aix, Adicionar tópico com linkagem estática para sugestão de exercício sobre uso de estruturas condicionais,"Adicionar conteúdo referente ao tópico linkagem estática para sugestão de exercício sobre uso de estruturas condicionais

**Tarefas**

- [x] Pesquisar link referente a sugestão de exercícios referentes ao uso de Estruturas condicionais na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre sugestão de exercício sobre utilização de Estruturas condicionais. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/76
390,2019.1-Aix,Adicionar tópico com linkagem estática para conteúdo extra sobre estruturas condicionais,"Adicionar conteúdo referente ao tópico linkagem estática para conteúdo extra sobre estruturas condicionais

**Tarefas**

- [x] Pesquisar link referente a utilização de Estruturas condicionais na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre a utilização de Estruturas condicionais. 

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido

",https://github.com/fga-eps-mds/2019.1-Aix/issues/75
391,2019.1-Aix,Adicionar tópico com exemplos de utilização de estruturas condicionais,"Adicionar conteúdo referente ao tópico com exemplos de utilização de estruturas condicionais

**Tarefas**

- [x] Criar conteúdo referente a ação de apresentar exemplos de utilização de Estruturas condicionais na linguagem python.
- [x] Inserir conteúdo referente a ação de apresentar exemplos de Estruturas condicionais. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/74
392,2019.1-Aix,Adicionar tópico com a definição do que são estruturas condicionais,"Adicionar conteúdo referente ao tópico definição do que são estruturas condicionais

**Tarefas**

- [x] Criar conteúdo referente a ação de explicar sobre Estruturas condicionais
- [x] Inserir conteúdo referente a ação de explicar sobre estruturas condicionais. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/73
393,2019.1-Aix,Adicionar tópico com linkagem estática para sugestão de exercício sobre uso de variáveis,"Adicionar conteúdo referente ao tópico linkagem estática para sugestão de exercício sobre uso de variáveis

**Tarefas**

- [x] Pesquisar link referente a sugestão de exercícios referentes ao uso de variáveis na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre sugestão de exercício sobre utilização de variáveis. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido

",https://github.com/fga-eps-mds/2019.1-Aix/issues/72
394,2019.1-Aix,Adicionar tópico com linkagem estática para conteúdo extra sobre variáveis,"Adicionar conteúdo referente ao tópico de linkagem estática para conteúdo extra sobre variáveis

**Tarefas**

- [x] Pesquisar link referente a utilização de variáveis na linguagem python.
- [x] Inserir conteúdo referente a ação de oferecer um link sobre a utilização de variáveis. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/71
395,2019.1-Aix,Adicionar tópico com exemplos de usos de variáveis em python,"Adicionar conteúdo referente ao tópico de exemplos de variáveis em python.

**Tarefas**

- [x] Criar conteúdo referente a ação de apresentar exemplos de utilização de variáveis na linguagem python.
- [x] Inserir conteúdo referente a ação de apresentar exemplos de variáveis. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/70
396,2019.1-Aix,Adicionar tópico com a definição de variável,"Adicionar conteúdo referente ao tópico variáveis

**Tarefas**

- [x] Criar conteúdo referente a ação de explicar sobre variáveis.
- [x] Inserir conteúdo referente a ação de explicar sobre variáveis. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/69
397,2019.1-Aix,Adicionar tópico para que o bot seja capaz de Manter uma conversa,"Adicionar conteúdo referente ao tópico manter conversa.

**Tarefas**

- [x] Criar conteúdo referente a ação de manter conversa que tem como finalidade fazer com que o usuário continue uma conversa fluida com o bot.
- [x] Inserir conteúdo referente a ação de manter conversa com o  bot. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido",https://github.com/fga-eps-mds/2019.1-Aix/issues/68
398,2019.1-Aix,Adicionar tópico sobre Curiosidades de Python,"Adicionar conteúdo referente ao tópico curiosidades sobre python

**Tarefas**

- [x] Criar conteúdo referente a curiosidades sobre python do bot
- [x] Inserir conteúdo referente a curiosidades sobre python. Incluindo arquivos de Domain.yml, intents e utter

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/66
402,2019.1-Aix,Adicionar Tópico: Sobre Python,"Inserir conteúdo para que o Bot seja capaz de explicar a definição de python para usuário.

**Tarefas**
- [x] Criar conteúdo
- [x] Inserir conteúdo referente a ação de explicar a definição de python para o usuário

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/47
404,2019.1-Aix,Adicionar Tópico: Despedir,"Inserir conteúdo para que o Bot seja capaz de se despedir do usuário.

**Tarefas**
- [x] Criar conteúdo
- [x] Inserir conteúdo referente a ação de se despedir do usuário

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/45
405,2019.1-Aix,Adicionar Tópico: Menu ajuda,"Inserir conteúdo para que o Bot seja capaz de explicar o menu de ajuda pode oferecer ao usuário.

**Tarefas**
- [x] Criar conteúdo
- [x] Inserir conteúdo referente a ação de explicar o que pode oferecer ao usuário.

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/44
406,2019.1-Aix,Adicionar Tópico: Sobre Aix,"Inserir conteúdo para que o Bot seja capaz de explicar o que é a Aix para o usuário usuário.

**Tarefas**
- [x] Criar conteúdo
- [x] Inserir conteúdo referente a ação de explicar sobre quem e qual a função da Aix

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/43
408,2019.1-Aix,Adicionar tópico: Cumprimentar,"Inserir conteúdo para que o Bot seja capaz de cumprimentaro usuário.

**Tarefas**
- [x] Criar conteúdo
- [x] Inserir conteúdo referente a ação de cumprimentar no bot

**Critérios de aceitação**

- [x] Aix ser capaz de responder este tópico
- [x] Conteúdo não reduzir precisão de resposta para outro tópico
- [x] Documentar na issue o conteúdo inserido
",https://github.com/fga-eps-mds/2019.1-Aix/issues/41
419,2019.1-Aix,Elaborar Backlog do produto ,"Elaborar documento de elicitação: backlog do produto, afim de estruturar escopo
 * Tasks
  - [x] Mapear requisitos
  - [x] Criar épico
  - [x] Criar features
  - [x] Criar US's
  - [x] Criar tasks de US's
  - [x] Criar intents
  - [x] Criar tasks de intents

 * Critérios de aceitação
  - [x] Documento validado
  - [x] Documento linkado na issue
  - [x] Documento no github pages

",https://github.com/fga-eps-mds/2019.1-Aix/issues/30
432,2019.1-Aix,Treinamento de Chatbot,"Treinamento para que a equipe de EPS/MDS entenda o processo de desenvolvimento de um chatbot.

**Tarefas**

- [x] EXplicar o que é um chatbot
- [x] Explicar sobre Rasa NLU e Rasa Core
- [x] Explicar o processo de desenvolvimento de um chatbot (intents, utters...)
- [x] Explicar Arquivos de desenvolvimento.


**Critérios de aceitação**

- [x] A equipe de EPS/MDS deve ser capaz de compreender os princípios, processos e arquivos que serão trabalhados.
- [x] A equipe de EPS/MDS deve ser capaz de criar e treinar um bot simples.
",https://github.com/fga-eps-mds/2019.1-Aix/issues/9
452,2021.1-AlligaBot,Corrigir erro de intent,"## Descrição da Issue
Problema em intent 

## Tasks:
  - [x] Aprimorar intent


## Critérios de Aceitação:
- [x] Bot funcionando perfeitamente




",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/418
461,2021.1-AlligaBot,melhoria nas intents de algumas US,"## Descrição da Issue
Melhoria nas intents de algumas US para evitar confusões.

## Tasks:
- [x] Melhorias implementadas.

## Critérios de Aceitação:
- [x] bot respondendo corretamente.
",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/407
462,2021.1-AlligaBot,Intent stop,"## Nova intent: stop
Foi identificada a necessidade da adição da intent stop, que será responsável por lidar com o comando /stop

## Tasks:
- [ ] Implementar a intent

## Critérios de Aceitação:
- [ ] O comando /stop não deve gerar erro

@DouglasMonteles 

",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/405
472,2021.1-AlligaBot,Realizar testes e humanizar a US40,"## Descrição da Issue
Realizar testes e humanizar a US40, lembrando que esta US possui botões e varias intents.

## Tasks:
- [x] US40 humanizada.
- [x] US40 testada

## Critérios de Aceitação:
- [x] US40 pronta para a R2.

",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/380
474,2021.1-AlligaBot,Correção  de espaçamento em algumas utters,"## Descrição da Issue
O espaçamento de algumas utters está incorreto e está causando problemas para executar o bot.
![Captura de tela de 2021-10-22 18-40-26](https://user-images.githubusercontent.com/39713656/138526607-8d01ccb9-4f10-4b01-975d-96edd6fe2df4.png)



## Tasks:
- [x] Corrigir espaçamento


## Critérios de Aceitação:
- [x] Bot funcionando



",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/372
478,2021.1-AlligaBot,Realizar testes rasa da  US16 até a US20  e alteração de intent,"## Descrição da Issue
Implementação de testes rasa nas US16 a US20 .

Uma mudança importante,a US 14 e US 16 agora são uma só:

Eu, como usuário, desejo saber qual a quantidade de infectados por covid na minha cidade e quantidade de mortos por covid na minha cidade




ID | User Story | Prioridade | Pontos
-- | -- | -- | --
***US14***|***Eu, como usuário, desejo saber qual a quantidade de infectados por covid na minha cidade/estado/país***| ***Should***|***8***
***US16***|***Eu, como usuário, desejo saber qual a quantidade de mortos por covid na minha cidade/estado/país***| ***Should***|***8***
US17 | Eu, como usuário, desejo saber qual a quantidade de mortos por período | Could | 8
US18 | Eu, como usuário, desejo saber os cuidados que devo ter em locais abertos | Must | 3
US19 | Eu, como usuário, desejo saber os cuidados que devo ter em locais fechados | Must | 3
US20 | Eu, como usuário, desejo saber qual a diferença de contaminação entre locais abertos e fechados | Must | 3



## Tasks:
- [x] Modificar intent para atender a US 14 e 16 ao mesmo tempo
- [x] Teste US14/16
- [x] Teste US17
- [x] Teste US18
- [x] Teste US19
- [x] Teste US20

",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/367
486,2021.1-AlligaBot,Realizar testes nas US39 - US45,"## Descrição da Issue
Realizar testes Rasa nas US39 a US45

## Tasks:
- [ ]  Verificar o funcionamento das intents
- [ ]  Corrigir possíveis bugs






",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/353
495,2021.1-AlligaBot,Realizar testes rasa na US11 até US15,"## Descrição da Issue
Realizar testes Rasa nas US11 a US15

## Tasks:
- [x] Verificar o funcionamento das intents
- [x] Corrigir possíveis bugs

## Critérios de Aceitação:
- [x] Tudo funcionando como deveria


",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/333
496,2021.1-AlligaBot,Realizar testes nas US27 - US32,"## Descrição da Issue
Realizar testes Rasa nas US27 a US32

## Tasks:
- [x] Verificar o funcionamento das intents
- [x] Corrigir possíveis bugs

## Critérios de Aceitação:
- [x] Tudo funcionando como deveria


",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/332
508,2021.1-AlligaBot,Implementação da US40,"## Descrição da Issue
Eu, como usuário, desejo saber qual a eficácia de cada vacina aprovada pela anvisa - MUST 5

## Tasks:
- [x] Marcar na tabela ""em andamento""
- [x] Criar intent
- [x] Criar story
- [x] Criar action

## Critérios de Aceitação:
- [x] Botinho respondendo a US.
- [x] Marcar na tabela ""finalizado""

",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/314
509,2021.1-AlligaBot,Atualizando US14 a US17,"## Atualização
Atualizando a fonte de informações para as US 14 ao 17. Dada a descoberta de uma nova fonte de informações que fornece dados em .csv de forma mais simples e sem a necessidade de download, diminuindo assim o tempo de resposta.

Fonte: https://github.com/wcota/covid19br

## Tasks:
- [ ] Atualizar o csv 


",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/309
517,2021.1-AlligaBot,Implementação da US44,"## Descrição da Issue
Implementação da US44 - Eu, como usuário, testei positivo para covid e quero saber o que fazer
Prioridade: Must, Pontos: 3

## Tasks:
- [x] Intent criada
- [x] Action criada
- [x] Story criada

## Critérios de Aceitação:
- [x] Bot respondendo as possiveis perguntas listadas na intent
",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/293
518,2021.1-AlligaBot,Implementação da US43,"## Descrição da Issue
Implementação da US43 - Eu, como usuário com suspeita de covid, desejo saber qual tipo de exame devo fazer e porque
Prioridade: Must, Pontos: 5

## Tasks:
- [x] Intent criada
- [x] Action criada
- [x] Story criada

## Critérios de Aceitação:
- [x] Bot respondendo as possiveis perguntas listadas na intent
",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/292
519,2021.1-AlligaBot,Implementação da US42,"## Descrição da Issue
Implementação da US42 - Eu, como usuário com suspeita de covid, desejo saber onde me testar
Prioridade: Should, Pontos: 5

## Tasks:
- [x] Intent criada
- [x] Action criada
- [x] Story criada

## Critérios de Aceitação:
- [x] Bot respondendo as possiveis perguntas listadas na intent
",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/291
520,2021.1-AlligaBot,Implementação da US41,"## Descrição da Issue
Implementação da US41 - Eu, como usuário com suspeita de covid, desejo saber o que fazer
Prioridade: Must, Pontos: 5

## Tasks:
- [x] Intent criada
- [x] Action criada
- [x] Story criada

## Critérios de Aceitação:
- [x] Bot respondendo as possiveis perguntas listadas na intent
",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/290
521,2021.1-AlligaBot,Implementação da US39,"## Descrição da Issue
Implementação da US39 - Eu, como usuário, desejo saber quantas doses da vacina preciso tomar
Prioridade: Must, Pontos: 5

## Tasks:
- [x] Intent criada
- [x] Action criada
- [x] Story criada

## Critérios de Aceitação:
- [x] Bot respondendo as possiveis perguntas listadas na intent
",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/289
522,2021.1-AlligaBot,Implementação da US28,"## Descrição da Issue
Implementação da US28 - Eu, como usuário, desejo saber como me cuidar no transporte público
Prioridade: Must, Pontos: 3

## Tasks:
- [x] Intent criada
- [x] Action criada
- [x] Story criada

## Critérios de Aceitação:
- [x] Bot respondendo as possiveis perguntas listadas na intent
",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/288
562,2021.1-AlligaBot,Arquivos csv com python nas actions,"## Descrição da Issue
Utilizar arquivos .CSV para obter informações sobre o Covid-19 e integra-los em ações customizadas no Chatbot

## Tasks:
- [x] Encontrar uma fonte confiável para os arquivos .csv
- [x] Percorrer as informações de um .csv dentro de uma action customizada
- [x] Obter somente as informações relacionadas a uma intent 
- [x] Devolver uma resposta composta com informações obtidas dos .csv


",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/217
563,2021.1-AlligaBot,Web scraping,"## Descrição da Issue
Faz-se necessário pegar a UF e a Cidade informadas pelo usuário através do telegram e utilizar um web scraping que, com base nestes parâmetros, fará uma busca no site do governo https://qsprod.saude.gov.br/extensions/covid-19_html/covid-19_html.html para obter os dados sobre a covid

## Tasks:
- [x] Pegar a UF e a Cidade informados pelo usuário
- [x] Utilizar um web scraping para obter os dados
- [x] Devolver uma resposta para o usuário",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/216
589,2021.1-AlligaBot,Buscar por monitores pra feedback dos documentos,"## Descrição da Issue
Busca por monitores para dar um feedback sobre os documentos realizados no projeto.

## Tasks:
- [x] Conversar com o monitor.
- [x] Receber o feedback.
- [x] Notificar o grupo sobre o feedback.

## Critérios de Aceitação:
- [x] Ter a conversa com o monitor.
- [x] Ter recebido o feedback.
",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/167
611,2021.1-AlligaBot,Corrigir guia de instalação no README e outros erros,"## Tasks:
- [x] Acrescentar `make run` para subir os containers
- [x] Ser mais claro na instrução de sair da conversa com o bot


",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/130
614,2021.1-AlligaBot,Iniciando a conversa sobre covid com o bot,"## Descrição da Issue
Iniciando conversa com o bot sobre covid e testando seus limites 







",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/118
644,2021.1-AlligaBot,Perguntas sobre vacinação,"## Descrição da Issue
Perguntas sobre vacinação que o usuário pode perguntar ao bot (e claro, sua resposta)

## Tasks:
- [ ] Todos os membros do time devem participar
- [ ] Pensar em perguntas similares, exemplo ""oi, tudo bem?"" = ""oi, como vai?""",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/68
648,2021.1-AlligaBot,Organizar as ideias do backlog,"## Descrição da Issue
Após a reunião para conversarmos sobre o backlog, será organizado um documento sobre as mesmas

## Tasks:
- [x] Organizar as ideias em um documento

## Critérios de Aceitação:
- [x] Aprovação da equipe Plus Ultra

",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/64
654,2021.1-AlligaBot,Estruturação do documento de arquitetura,"## Descrição da Issue
Nessa sprint nós arquitetos decidimos estruturar melhor o documento de arquitetura, pesquisando sobre o banco de dados a ser utilizado, e também fazer, ou iniciar o fluxo de conversas do bot.

## Tasks:
- [x] Juntar todas as possíveis respostas do bot (time SlowBros) e um fluxo de conversa (intenção/ação(resposta))
- [x] Juntar todas as possíveis respostas do bot (time Capivara) e um fluxo de conversa (intenção/ação(resposta))
- [x] Juntar todas as possíveis respostas do bot (time PlusUltra) e um fluxo de conversa (intenção/ação(resposta))
- [x] Definir um banco de dados, ou ver como é armazenada as respostas do RasaBot
- [x] Fazer uma representação arquitetural 
## Critérios de Aceitação:
- [x] Update de informações relevantes no documento de arquitetura
- [x] Desenho de arquitetura feito (pelo menos de modo inicial)",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/57
655,2021.1-AlligaBot,Criar protótipo de baixa fidelidade (time plus-ultra),"## Descrição da Issue
A partir da reunião de brainstorm do protótipo de baixa fidelidade de fluxo de conversa com o bot (da parte do Time Plus-Ultra), a ser realizada no domingo, 12:50

## Tasks:
- [x] Fazer a primeira versão do protótipo de baixa fidelidade
- [x] Documentar a reunião de brainstorm do protótipo de baixa fidelidade de fluxo de conversa com o bot

## Critérios de Aceitação:
- [x] Criação de um fluxograma para o protótipo de baixa fidelidade do time Plus-Ultra",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/56
669,2021.1-AlligaBot,US 01 - FAQ espaços abertos,"## Descrição da Issue
Eu, como cidadão brasileiro, quero saber de dicas de prevenção em epaços abertos, para que eu possa me sentir seguro nesses locais.

## Tasks:
- [ ] Criar a intenção de perguntar sobre prevencao ao ar livre
- [ ] Colocar a opção dessa info no menu principal do bot
- [ ] Escrever a resposta corrata com a inforção
- [ ] colocar as stories do bot

## Critérios de Aceitação:
- [ ] O treinamento do bot acontecer sem erros
- [ ] Bot testado com essa nova informação

",https://github.com/fga-eps-mds/2021.1-AlligaBot/issues/38
708,2020.1-DoctorS-Bot,Bug de logout,"### Descrição
Após a realização de um logout o bot responde que não entendeu a mensagem, mesmo com o logout acontecendo corretamente.

### Reprodução
Passos para reproduzir o erro:
1. Faça login
2. Clique em logout
3. O logout será realizado, porém em seguida o bot responderá que não entendeu a mensagem.

### Comportamento esperado
É esperado que o bot não responda que não entendeu a mensagem.",https://github.com/fga-eps-mds/2020.1-DoctorS-Bot/issues/79
711,2020.1-DoctorS-Bot,Bug na edição de perfil,"### Descrição
O bot está permitindo que alterações de username, raça, gênero sexual e nascimento sejam aceitas mesmo que as entradas sejam inválidas. No caso do grupo de risco e trabalho, ao inserir uma entrada inválida, o dado não é alterado, porém o bot diz que foi alterado.

### Reprodução
Passos para reproduzir o erro:

1. Vá em Editar perfil
2. Selecione algum dado para alterar
3. Insira um dado inválido
4. A informação será alterada com uma entrada inválida ou a informação não será alterada, porém o bot envia mensagem dizendo que foi alterada

### Comportamento esperado
Informações inválidas não devem ser aceitas e não devem ser enviadas mensagens de informação alterada caso a entrada seja inválida.",https://github.com/fga-eps-mds/2020.1-DoctorS-Bot/issues/71
766,2019.2-Chatbot-Nilo,Actions que não estão disponíveis não retornam nenhuma mensagem de erro.,"## Descrição

Devido a necessidade de conexão com outros servidores, é capaz que algumas actions não funcionem corretamente devido a algum erro no outro servidor e, como as actions não tem tratamento de exceções, quando o bot executa alguma action inválida no momento, não há nenhuma resposta clara do que aconteceu para o bot não responder corretamente.

- [ ] Criar tratamento de exceções em todas as actions no arquivo actions.py.

## Critérios de Aceitação
- [ ] O bot der uma resposta plausível do porquê ele não ter respondido da maneira correta nessas actions.
",https://github.com/fga-eps-mds/2019.2-Chatbot-Nilo/issues/107
767,2019.2-Chatbot-Nilo,Finalizar os Testes do Nilo,Terminar os testes de forma que nossas intents criadas funcionem da maneira desejada.,https://github.com/fga-eps-mds/2019.2-Chatbot-Nilo/issues/103
770,2019.2-Chatbot-Nilo,Adicionar os tópicos conhecidos como resposta do bot,"**Descrição**: 

Caso o usuário não saiba ao certo sobre o que perguntar ele não possui uma resposta rápida do bot que possa lhe informar os tópicos e assuntos conhecidos

**Tarefas**:
- [ ] Informar ao usuário, caso solicitado, os temas os quais o bot possui uma resposta.
",https://github.com/fga-eps-mds/2019.2-Chatbot-Nilo/issues/97
771,2019.2-Chatbot-Nilo,[BUG] Erro na intent geral de estágio.,"**Descreva o bug**
Quando solicitado uma informação sobre estágio, o bot deveria enviar um arquivo com as perguntas mais frequentes, porém ele não está conseguindo enviar e apenas continua a conversa.

**Para reproduzir o bug**
Passo-a-passo para reproduzir o comportamento do bug:
1. Envie ""gostaria de saber sobre estágio supervisionado"" para o bot.
4. Veja o erro

**Comportamento esperado**

O bot deveria enviar o arquivo com as perguntas mais frequentes sobre estágio, e continuar a conversa.

**Screenshots**

![WhatsApp Image 2019-11-19 at 22 10 10](https://user-images.githubusercontent.com/48720096/69200294-713afa80-0b19-11ea-8fbb-84125e3d44f8.jpeg)

**Ambiente:**
 - SO: [e.g. Ubuntu]
 - Versão [e.g. 22]
",https://github.com/fga-eps-mds/2019.2-Chatbot-Nilo/issues/95
772,2019.2-Chatbot-Nilo,[BUG] Problemas no build das imagens de actions.,"**Descreva o bug**
Quando executado o comando para fazer o `build``da imagem ""lappis/botrequirements:boilerplate"" no arquivo ""actions.Dockerfile"", as actions entram em conflito com as actions da imagem do nosso repositório que tem como nome ""yukioz/requirements"".

**Para reproduzir o bug**
Passo-a-passo para reproduzir o comportamento do bug:
1. Entre no repositório pelo console
2. Digite o comando:

             sudo docker-compose up --build actions 

4. Veja o erro

**Comportamento esperado**
Após o build deve aparecer uma mensagem de sucesso do build, e as actions irão coincidir.

**Screenshots**

![Captura de tela de 2019-11-14 13-10-53](https://user-images.githubusercontent.com/48720096/68875523-bdcda280-06e1-11ea-831d-f2a7aaa2c5d9.png)

**Ambiente:**
 - SO: [e.g. Ubuntu]
 - Versão [e.g. 22]
",https://github.com/fga-eps-mds/2019.2-Chatbot-Nilo/issues/92
